場所名稱,住址
東北角暨宜蘭海岸國家風景區管理處-福隆遊客中心,新北市貢寮區福隆里12鄰興隆街36號
新北市淡水戶政事務所,新北市淡水區崁頂里2鄰中山北路2段375號2樓
新北市立圖書館淡水分館,新北市淡水區新生里13鄰文化路65號
新北市立圖書館淡水水碓分館,新北市淡水區水碓里17鄰中山北路1段158號6樓
新北市立圖書館淡水竹圍分館,新北市淡水區民生里19鄰民生路27號5樓
新北市淡水地政事務所,新北市淡水區新生里9鄰中山北路2段375號5、6樓
新北市淡水區公所,新北市淡水區草東里16鄰中山北路2段375號
新北市政府稅捐稽徵處淡水分處,新北市淡水區新生里9鄰中山北路2段375號3樓
新北市淡水區衛生所,新北市淡水區協元里2鄰中山路158號
新北市立淡水古蹟博物館(紅毛城),新北市淡水區文化里4鄰中正路28巷1號
新北市立淡水古蹟博物館(藝術工坊),新北市淡水區民安里7鄰中正路298號
新北市立淡水古蹟博物館(滬尾礮臺),新北市淡水區油車里1鄰中正路1段6巷34號
新北政府警察局淡水分局,新北市淡水區新生里9鄰中正路229號
中興活動中心,新北市淡水區學府里1鄰水源街1段29號
淡水國民運動中心,新北市淡水區崁頂里2鄰中山北路2段381巷2號
新北市政府市場處淡水區中正公有零售市場,新北市淡水區民安里6鄰中正路115號
家樂福淡新店,新北市淡水區崁頂里2鄰中山北路2段383號
淡水淡海公共托育中心,新北市淡水區大庄里005鄰淡海路111號2樓
淡水新興公共托育中心,新北市淡水區新義里014鄰大義街18號
新北市深坑區公所,新北市深坑區深坑里13鄰深坑街10號
新北市深坑區衛生所,新北市深坑區深坑里9鄰深坑街165號
新北市政府市場處深坑區深坑公有零售市場,新北市深坑區深坑里30鄰平埔街22巷8號
新北市新店戶政事務所安康辦事處,新北市新店區公崙里14鄰安康路2段120號3樓
新北市立圖書館新店寶興圖書閱覽室,新北市新店區寶興里21鄰寶中路65巷59號3樓
新北市立圖書館新店仁愛圖書閱覽室,新北市新店區國豐里2鄰建國路58號2樓
新北市立圖書館新店柴埕圖書閱覽室,新北市新店區柴埕里5鄰安民街79號3樓
新北市立圖書館新店龜山圖書閱覽室,新北市新店區龜山里2鄰新烏路3段136號1樓
新北市立圖書館新店三民圖書閱覽室,新北市新店區中正里21鄰三民路20-2號2樓
新北市立圖書館青少年圖書館,新北市新店區德安里10鄰安康路2段151號
新北市立圖書館新店分館,新北市新店區大同里12鄰北新路3段105巷2號3樓
新北市新店地政事務所,新北市新店區中興里7鄰北新路2段128號3樓
新北市新店區大豐社福館,新北市新店區大豐里17鄰民族路110號
新北市新店區公所,新北市新店區中興里2鄰北新路1段80號
新北市政府稅捐稽徵處新店分處,新北市新店區五峯里2鄰行政街11號2樓
新北市新店區衛生所,新北市新店區五峯里2鄰北新路1段88巷11號
新北政府警察局新店分局,新北市新店區五峯里1鄰寶橋路1段188號4樓
新北市政府就業服務中心新店就業服務站,新北市新店區寶福里15鄰中興路2段190號
新店文史館,新北市新店區五峯里1鄰北新路1段92號
法務部調查局,新北市新店區中正里1鄰中華路74號
水利署新店辦公室,新北市新店區永安里1鄰安和路3段76號
水土保持局臺北分局,新北市新店區太平里18鄰精忠路10號
新北市政府市場處新店區安康公有零售市場,新北市新店區公崙里14鄰安康路2段120號
新北市政府市場處新店區中央公有零售市場,新北市新店區中央里10鄰中央五街60號
臺北大眾捷運股份有限公司（七張站）,新北市新店區新安里8鄰北新路2段150號
家樂福新店店,新北市新店區寶興里1鄰中興路3段1號
大潤發碧潭店,新北市新店區新生里2鄰環河路22號B1
新店安康公共托育中心,新北市新店區公崙里014鄰安康路2段120號2樓
新店新和公共托育中心,新北市新店區永安里003鄰安和路3段100號
新店北新公共托育中心,新北市新店區查無資料寶橋路8號
新店青潭公共托育中心,新北市新店區美潭里001鄰北宜路2段80號
新店柴埕公共托育中心,新北市新店區柴埕里005鄰安民街79號
新北市新莊戶政事務所,新北市新莊區榮和里12鄰中華路1段1號2樓
新北市立圖書館新莊中港,新北市新莊區中華里14鄰中港路350號4-8樓
新北市立圖書館新莊分館,新北市新莊區榮和里12鄰中華路1段2號5、6樓
新北市立圖書館新莊西盛分館,新北市新莊區光正里1鄰西盛街216號
新北市立圖書館新莊福營分館,新北市新莊區四維里2鄰四維路9號3-5樓
新北市立圖書館新莊聯合分館,新北市新莊區仁愛里8鄰自由街1號
新北市市立圖書館新莊裕民分館,新北市新莊區裕民里23鄰裕民街136號4-5樓
新北市新莊地政事務所,新北市新莊區榮和里12鄰中華路1段3號
新北市新莊區公所,新北市新莊區興漢里22鄰中正路176號
新北市政府稅捐稽徵處新莊分處,新北市新莊區忠孝里29鄰仁愛街56號
新北市新莊區衛生所,新北市新莊區榮和里12鄰中華路1段2號
衛生福利部台北醫院門診A棟3F,新北市新莊區思源里3鄰思源路127號A棟2樓
新北政府警察局新莊分局,新北市新莊區榮和里12鄰中正路150號
勞動部勞動力發展署北基宜花金馬分署,新北市新莊區中原里1鄰中平路439號南棟3樓
新莊國民運動中心,新北市新莊區立德里11鄰公園路11號
新莊體育場,新北市新莊區立德里14鄰和興街66號
新莊文化藝術中心,新北市新莊區立基里24鄰中平路133號
新北市新莊勞工中心,新北市新莊區西盛里5鄰新樹路222號
衛生福利部樂生療養院,新北市新莊區雙鳳里5鄰中正路794號
行政執行署新北分署,新北市新莊區中原里1鄰中平路439號北棟12樓
行政院新莊合署辦公大樓,新北市新莊區中原里1鄰中平路439號
台電服務據點北西區處,新北市新莊區化成里13鄰化成路135號
台灣自來水公司第十二區管理區新莊服務所,新北市新莊區思源里2鄰思源路32號
IKEA宜家家居,新北市新莊區文明里1鄰中正路1號
新莊德明公共托育中心,新北市新莊區文明里009鄰中正路147-20號1-3樓
新莊昌平公共托育中心,新北市新莊區昌平里008鄰昌平街200號1樓
新莊裕民公共托育中心,新北市新莊區裕民里031鄰中正路新生巷66號
新莊中港公共托育中心,新北市新莊區中港一街142號
好市多新莊店,新北市新莊區建國一路138號
北區國稅局新莊稽徵所,新北市新莊區中平路439號北棟3-4樓
新北市瑞芳戶政事務所,新北市瑞芳區龍興里008鄰中正路30號5樓
新北市瑞芳地政事務所,新北市瑞芳區龍興里7鄰明燈路3段32號
新北市瑞芳區公所,新北市瑞芳區龍鎮里8鄰逢甲路82號
新北市政府稅捐稽徵處瑞芳分處,新北市瑞芳區龍興里7鄰明燈路3段42號
新北市瑞芳區衛生所,新北市瑞芳區龍興里7鄰明燈路3段1號
新北市立黃金博物館,新北市瑞芳區瓜山里1鄰金光路8號
新北政府警察局瑞芳分局,新北市瑞芳區龍興里8鄰明燈路3段25號
新北市政府市場處瑞芳區第一公有零售市場,新北市瑞芳區龍興里7鄰明燈路3段2號
交通部臺灣鐵路管理局宜蘭運務段瑞芳火車站,新北市瑞芳區龍川里1鄰明燈路3段82號
新北市立圖書館萬里分館,新北市萬里區萬里里5鄰瑪鋉路221號4樓
新北市萬里區公所,新北市萬里區萬里里5鄰瑪鋉路221號5樓
新北市萬里區衛生所,新北市萬里區萬里里4鄰瑪鋉路157號
野柳遊客中心,新北市萬里區查無資料港東路167-1號
新北市立仁愛之家,新北市萬里區查無資料玉田路61號
臺電核二廠北部展示館,新北市萬里區野柳里19鄰八斗60號
新北市樹林戶政事務所,新北市樹林區潭底里9鄰保安街1段285號
紅樹林,新北市淡水區中正東路2段68號
新北市立圖書館樹林分館,新北市樹林區東昇里18鄰中山路2段80號3樓
新北市樹林地政事務所,新北市樹林區中山里16鄰地政街12號
新北市樹林區公所,新北市樹林區樹東里8鄰鎮前街93號
新北市樹林區衛生所,新北市樹林區東昇里18鄰中山路2段80-1號
新北政府警察局樹林分局,新北市樹林區潭底里33鄰保安街1段283號
交通部臺灣鐵路管理局樹林車站,新北市樹林區樹北里16鄰鎮前街112號
家樂福樹林店,新北市樹林區潭底里10鄰大安路118號
家樂福北大店,新北市樹林區南園里29鄰大雅路288號B1
樹林保安公共托育中心,新北市樹林區保安里003鄰保安街1段7號1、2樓
樹林武林公共托育中心,新北市樹林區金寮里008鄰保安街2段151號
樹林國民運動中心,新北市樹林區圳安里003鄰中正路188-6號
交通部公路總局台北區監理所,新北市樹林區中正路248巷7號
新北市立圖書館雙溪分館,新北市雙溪區雙溪里16鄰太平路50號3樓
新北市雙溪區公所,新北市雙溪區共和里查無資料東榮街25號
新北市雙溪區衛生所,新北市雙溪區新基里16鄰新基西街19號
新北市蘆洲戶政事務所,新北市蘆洲區仁義里1鄰集賢路245號8樓
新北市立圖書館蘆洲永平分館,新北市蘆洲區永樂里3鄰永平街1號3樓
新北市立圖書館蘆洲永安分館,新北市蘆洲區延平里7鄰永安南路2段134號2-3樓
新北市立圖書館蘆洲長安分館,新北市蘆洲區忠義里1鄰長安街96號
新北市立圖書館蘆洲集賢分館,新北市蘆洲區仁義里1鄰集賢路245號4樓
新北市立圖書館蘆洲親子兒童分館,新北市蘆洲區樓厝里23鄰集賢路221巷11號2樓
新北市蘆洲區公所,新北市蘆洲區保和里1鄰三民路95號
新北市蘆洲區衛生所,新北市蘆洲區保和里1鄰中央路58號
新北政府警察局蘆洲分局,新北市蘆洲區南港里8鄰三民路609號
蘆洲國民運動中心,新北市蘆洲區正義里10鄰長樂路235-1號
蘆洲鷺江公共托育中心,新北市蘆洲區查無資料民族路7號
蘆洲長安公共托育中心,新北市蘆洲區忠義里001鄰長安街96號2樓
蘆洲成功公共托育中心,新北市蘆洲區成功里027鄰長安街311號
蘆洲集賢公共托育中心,新北市蘆洲區仁義里001鄰集賢路245號3樓
富麗生活事業股份有限公司-徐匯廣場,新北市蘆洲區中山一路8號
新北市鶯歌戶政事務所,新北市鶯歌區北鶯里8鄰仁愛路53號
新北市立圖書館鶯歌分館,新北市鶯歌區西鶯里15鄰中山路150號3樓
新北市鶯歌區公所,新北市鶯歌區北鶯里8鄰仁愛路55號
新北市鶯歌區衛生所,新北市鶯歌區查無資料文化路389號
新北市立鶯歌陶瓷博物館,新北市鶯歌區南靖里12鄰文化路200號
新北市立鶯歌陶瓷博物館三鶯藝術村,新北市鶯歌區東鶯里14鄰館前路300號
交通部臺灣鐵路管理局鶯歌車站,新北市鶯歌區東鶯里4鄰文化路68-1號
鶯歌昌福公共托育中心,新北市鶯歌區永昌里004鄰永明街22號2樓
內政部營建署,臺北市松山區
交通部運輸研究所,臺北市松山區
臺北市政府警察局保安警察大隊,臺北市松山區介壽里5鄰延壽街339號1樓
交通部公路總局臺北市區監理所,臺北市松山區吉祥里26鄰八德路4段21號2樓
臺北自來水事業處(東區營業分處),臺北市松山區精忠里7鄰光復北路266號1樓
三軍總醫院松山分院附設民眾診療服務處,臺北市松山區龍田里14鄰健康路131號5樓
交通部民用航空局臺北國際航空站,臺北市松山區
交通部民用航空局臺北國際航空站,臺北市松山區精忠里11鄰敦化北路340-9號國際線1樓內候機室行李提領旁
交通部民用航空局臺北國際航空站,臺北市松山區精忠里11鄰敦化北路340-9號國內線1樓外候機室全家便利商店旁
交通部民用航空局臺北國際航空站,臺北市松山區精忠里11鄰敦化北路340-9號國內線1樓外候機室行李託運旁
交通部民用航空局臺北國際航空站,臺北市松山區精忠里11鄰敦化北路340-9號國內線1樓內候機室安檢查驗旁
交通部民用航空局臺北國際航空站,臺北市松山區精忠里11鄰敦化北路340-9號國內線2樓內候機室10號登機門前
