場所名稱,住址
雲林縣崙背鄉公所,雲林縣崙背鄉行政街1號
雲林縣麥寮鄉公所,雲林縣麥寮鄉麥津村中興路117號
雲林縣北港鎮公所,雲林縣北港鎮北辰路1號
台糖量販店北港店,雲林縣北港鎮華南路101號
古坑休息站,雲林縣古坑鄉崁腳村5鄰新興100號
雲林縣臺西地政事務所,雲林縣臺西鄉五港村中央路420號
雲林縣台西鄉衛生所,雲林縣臺西鄉民生路36號
雲林縣二崙鄉衛生所,雲林縣二崙鄉中興路9號
雲林縣四湖鄉公所,雲林縣四湖鄉湖西村中山西路44號
雲林縣四湖鄉衛生所,雲林縣四湖鄉湖西村中山西路118號
雲林縣水林鄉公所,雲林縣水林鄉水北村水林路12號
雲林縣元長鄉衛生所,雲林縣元長鄉元中路8號
雲林縣元長鄉公所,雲林縣元長鄉長南村仁愛街2號
雲林縣口湖鄉衛生所,雲林縣口湖鄉中正路1段114號
雲林縣口湖鄉公所,雲林縣口湖鄉中正路1段118號
雲林縣大埤鄉公所,雲林縣大埤鄉中山路8號
台灣高速鐵路股份有限公司台南車站,臺南市歸仁區沙崙里9歸仁大道100號
奇美博物館,臺南市仁德區成功里9文華路2段66號
臺南市關廟區公所,臺南市關廟區香洋里3中正路998號
臺南市歸仁區文化中心,臺南市歸仁區許厝里11信義南路78號
仁德休息站(北上),臺南市歸仁區中洲里1-16號
臺南市歸仁區公所,臺南市歸仁區後市里18中山路2段2號
龍崎區南二高關廟休息站(南下),臺南市龍崎區楠坑里6鄰楠坑12-1號
龍崎區南二高關廟休息站(北上),臺南市龍崎區楠坑里6鄰楠坑12-1號
臺南市政府警察局學甲分局,臺南市學甲區慈福里1華宗路294號
臺南市楠西區圖書館,臺南市楠西區東勢里15中正路309號
衛生福利部新營醫院,臺南市新營區信義街73號
臺南市政府環保局新營辦公室,臺南市新營區埤寮里13長榮路2段78號
臺南市政府衛生局東興辦公室,臺南市新營區新東里25東興路163號
臺南市政府社會局,臺南市新營區府西路36號
臺南市政府民治辦公室,臺南市新營區忠政里20民治路36號
臺南市新營區公所,臺南市新營區大宏里10中正路30號
臺南市立新營文化中心,臺南市新營區民權里5中正路23號
台灣電力公司新營區營業處,臺南市新營區王公里34中正路200號
財政部南區國稅局,臺南市新營區民治路36號2-4F
南瀛親子館,臺南市新營區中正路32號
臺南市新市區公所,臺南市新市區新市里10中興街12號
衛生福利部台南醫院新化分院,臺南市新化區那拔里牧場72號
臺南市新化區圖書館,臺南市新化區護國里6中山路132號
臺南市新化區公所,臺南市新化區護國里6中山路130號
臺南市善化區公所,臺南市善化區光文里27建國路190號
善化啤酒廠,臺南市善化區小新里22成功路2號
交通部公路總局嘉義區監理所麻豆監理站,臺南市麻豆區北勢里7新生北路551號
臺南總爺藝文中心,臺南市麻豆區南勢里總爺5號
臺南市麻豆區公所,臺南市麻豆區東角里9忠孝路250號
臺南市將軍區公所,臺南市將軍區忠興里19190號
將軍區老人文康活動中心,臺南市將軍區忠興里18180-50號
柳營簡易法庭,臺南市柳營區人和里20義士路5段601號
臺南市柳營區圖書館,臺南市柳營區士林里11柳營路2段59號
江南渡假村,臺南市柳營區旭山里60號
臺南市柳營區公所,臺南市柳營區士林里11柳營路2段59號
交通部台灣區國道高速公路局新營服務區（北上),臺南市後壁區竹新里16新厝72號
交通部台灣區國道高速公路局新營服務區（南下),臺南市後壁區竹新里16新厝69號
台南航空站,臺南市南區大恩里23機場路775號
臺南市勞工育樂中心,臺南市南區竹溪里9南門路261號
臺南市府南戶政事務所,臺南市南區南都里9明興路2號
台南市立醫院,臺南市東區崇成里18崇德路670號
臺南監理站,臺南市東區德光里18崇德路1號
遠東百貨,臺南市東區成大里18前鋒路210號
臺南市政府衛生局林森辦公室,臺南市東區龍山里5林森路1段418號
台灣鐵路管理局台南車站,臺南市東區成大里31北門路2段4號
德安百貨,臺南市東區忠孝里3中華東路3段360號
臺南文化中心,臺南市東區忠孝里3中華東路3段332號
南紡夢時代,臺南市東區東光里1中華東路366號
南仁湖育樂股份有限公司-東山營業所,臺南市東山區科里里21枋子林74-6號
臺南市官田區公所,臺南市官田區隆田里7中山路1段132號
勞動部勞動力發展署雲嘉南分署,臺南市官田區二鎮里1工業路40號
臺南市佳里區公所,臺南市佳里區六安里27忠孝路5號
臺南市西港區公所,臺南市西港區西港里3文化路1號
臺南市立安南醫院-委託中國醫藥大學興建經營,臺南市安南區州南里12長和路2段66號
國立台灣歷史博物館,臺南市安南區東和里7長和路1段250號
臺南市安定區圖書館,臺南市安定區安加里10262-8號
臺灣臺南地方法院檢查署,臺南市安平區國平里17健康路3段310號
臺灣臺南地方法院,臺南市安平區國平里17健康路3段308號
臺南市安平區地政事務所,臺南市安平區建平里17建平路321號
臺南市安平區圖書館,臺南市安平區平通里31育平路320號
臺南市安平區公所,臺南市安平區平通里15育平路316號
臺南安平區衛生所,臺南市安平區平通里15育平路310號
臺南市政府消防局,臺南市安平區平通里32永華路2段898號
臺南市政府,臺南市安平區建平里28永華路2段6號
臺南社福大樓,臺南市安平區建平里8中華西路2段315號
臺南市玉井區圖書館,臺南市玉井區玉田里33民族路218號
臺南市玉井區綜合體育館,臺南市玉井區玉田里33民族路216號
臺南市玉井區公所,臺南市玉井區玉井里1中正路27號
玉井工商,臺南市玉井區中山路1-1號
高雄榮民總醫院臺南分院,臺南市永康區復興里2復興路427號
臺南市永康區社教館,臺南市永康區永康里42永大二路88號
愛買量販店,臺南市永康區塩洲里24中正南路533號
家樂福量販店(中正店),臺南市永康區塩行里27中正南路358號
臺南市永康區公所,臺南市永康區塩洲里25中正南路655號
臺南市永康區戶政事務所,臺南市永康區永康里37大同街735號
臺南市左鎮區圖書館,臺南市左鎮區中正里13中正176-19號
臺南市左鎮區公所,臺南市左鎮區中正里12中正171-4號
臺南左鎮化石園區,臺南市左鎮區61-1號
大潤發台南站,臺南市北區和順里39臨安路2段310號
國立成功大學醫學院附設醫院,臺南市北區仁愛里1勝利路138號
好市多量販店,臺南市北區大豐里16和緯路4段8號
特力屋,臺南市北區文元里15文賢路720號
雲嘉南管理處 北門遊客中心,臺南市北門區北門里22舊埕200號
臺南市六甲區公所,臺南市六甲區水林里1中山路202號
交通部臺灣區國道高速公路局仁德服務區(南下),臺南市仁德區中州里11-15號
衛生福利部嘉南療養院,臺南市仁德區仁德里40中山路870巷80號
台糖嘉年華購物中心,臺南市仁德區仁愛里27大同路3段755號
臺南市政府稅務局,臺南市中西區進學里20忠義路1段96號
法務部行政執行署臺南分署,臺南市中西區進學里14府前路1段305號之1
新光三越百貨公司 （西門店）,臺南市中西區小西里4西門路1段658號
家樂福量販店 (安平店),臺南市中西區大涼里27中華西路2段16號
國立臺南生活美學館,臺南市中西區大涼里28中華西路2段34號
國立臺灣文學館,臺南市中西區永華里19中正路1號
臺灣高等法院臺南分院,臺南市中西區公正里1中山路170號
FOCUS時尚流行館,臺南市中西區公正里1中山路166號
新光三越中山店,臺南市中西區公正里1中山路162號
衛生福利部台南醫院,臺南市中西區赤嵌里4中山路125號
臺南市山上區圖書館,臺南市山上區南洲里353號
南瀛天文教育園區,臺南市大內區曲溪里34-2號
國立台灣鹽博物館,臺南市七股區塩埕里3鹽埕路69號
台鹽實業股份有限公司七股鹽場,臺南市七股區塩埕里3鹽埕路66號
七股區篤加里活動中心,臺南市七股區篤加里5篤加47-7號
臺南市七股區公所,臺南市七股區大埕里11377號
臺南市七股區圖書館,臺南市七股區大埕里11377-1號
臺南市南化區圖書館,臺南市南化區南化里227號-1
塩埕圖書館,南區新和東路51號
台南市立棒球場,南區
大億麗緻酒店,臺南市中西區西門路1段660號
香格里拉台南遠東國際大飯店,臺南市東區大學路西段89號
台糖長榮酒店(台南),臺南市東區中華東路3段336巷1號
趣淘漫旅,密枝里密枝102之5號
台南大飯店,臺南市中西區成功路1號
台南大員皇冠假日酒店,臺南市安平區州平路289號
苗栗縣政府(第二辦公室),苗栗縣苗栗市建功里府前路1號
苗栗縣政府國際文化觀光局,苗栗縣苗栗市北苗里自治路50號
臺灣苗栗地方法院,苗栗縣苗栗市恭敬里中正路1149號
苗栗縣立體育場,苗栗縣苗栗市嘉盛里經國路4段79號
苗栗巨蛋體育館,苗栗縣苗栗市國華路1121號
衛生福利部苗栗醫院,苗栗縣苗栗市嘉盛里為公路747號
家樂福-苗栗店,苗栗縣苗栗市北苗里國華路599號
城市規劃館,苗栗縣苗栗市縣府路102號
三義鄉立圖書館,苗栗縣三義鄉廣盛村新生路9-21號2樓
新竹林區管理處火焰山森林生態教育館,苗栗縣三義鄉廣盛村25鄰中正路73號
雪霸國家公園管理處,苗栗縣大湖鄉富興村水尾坪100號
行政院農業委員會苗栗區農業改良場,苗栗縣公館鄉館南村261號
苗栗縣竹南鎮公所,苗栗縣竹南鎮正南里23中正路112號1樓
竹南鎮立圖書館,苗栗縣竹南鎮正南里23中正路108號B1
李科永紀念圖書館,苗栗縣竹南鎮新南里17永貞路2段196號1樓
苗北藝文中心,苗栗縣竹南鎮新南里17公園路206號B1
台灣菸酒公司竹南啤酒廠展售中心,苗栗縣竹南鎮崎頂里16和興路345號(竹南工業區)
竹南火車站,苗栗縣竹南鎮竹南里1中山路166號2樓
國道高速公路局中區工程處西湖服務區（北上休息區）,苗栗縣西湖鄉湖東村8鄰29號
客家文化發展中心苗栗園區,苗栗縣銅鑼鄉九湖村銅科南路6號1樓(家特色產業展售區旁)
大潤發頭份店,苗栗縣頭份市東庄里18鄰自強路230號
頭份市公所,苗栗縣頭份市仁愛里1鄰中山路232號
獅潭文化會館(圖書館),苗栗縣獅潭鄉新店村9鄰98號
公館鄉公所,苗栗縣公館鄉玉泉村14鄰368之10號
苗栗縣政府(第一辦公室),苗栗縣苗栗市縣府路100號
苑裡鎮立圖書館,苗栗縣苑裡鎮客庄里11鄰信義路1-1號
國道高速公路局中區工程處西湖服務區(南下休息區),苗栗縣西湖鄉湖東村8鄰埔頂29號
苗栗火車站,苗栗縣苗栗市北苗里為公路1號
財政部中區國稅局苗栗分局,苗栗縣苗栗市玉清里玉清路386號
尚順文創股份有限公司,苗栗縣頭份市東庄里15鄰中央路103號5F
國際文化觀光局-客家圓樓,苗栗縣後龍鎮校椅里新港三路295號
木雕博物館,苗栗縣三義鄉廣盛村廣聲新城88號
台灣高鐵苗栗車站,苗栗縣後龍鎮校椅里高鐵三路268號
英才書院,苗栗縣後龍鎮校椅里新港三路700號
貓貍影城桐花樂園,苗栗縣銅鑼鄉銅鑼村26鄰龍泉15號
苗栗特色館,苗栗縣公館鄉館南村14鄰館南352號
尚順開發股份有限公司,苗栗縣頭份市東庄里15鄰中央路105號
泰雅文物館,苗栗縣泰安鄉錦水村46-3號
賽夏族民俗文物館,苗栗縣南庄鄉東河村向天湖25號
台鹽通霄精鹽廠,苗栗縣通霄鎮內島里122號
公館鄉立圖書館,苗栗縣公館鄉館中村宮前路6-1號
新北市立圖書館八里分館,新北市八里區舊城里18鄰舊城路19號5樓
新北市八里區公所,新北市八里區訊塘里10鄰中山路2段356巷16號
新北市八里區衛生所,新北市八里區舊城里11鄰舊城路16號
衛生福利部八里療養院,新北市八里區舊城里22鄰華富山33號
新北市立十三行博物館,新北市八里區頂罟里6鄰博物館路200號
新北市政府教育局永續環境教育中心,新北市八里區大崁里1鄰觀海大道36號
新北市立八里愛心教養院,新北市八里區舊城里22鄰華富山37號
長坑里活動中心,新北市八里區長坑里12鄰長坑口35之2號
新北市政府市場處八里區中庄公有零售市場,新北市八里區埤頭里13鄰中山路1段109號
八里下庄公共托育中心,新北市八里區舊城里018鄰舊城路19號2樓
新北市立圖書館三芝分館,新北市三芝區埔頭里29鄰淡金路1段37號
新北市三芝區公所,新北市三芝區埔頭里30鄰中山路1段32號
新北市三芝區衛生所,新北市三芝區埔頭里30鄰中山路1段12號
三芝遊客中心 (三芝管理站),新北市三芝區埔坪里21鄰埔頭坑164-2號
新北市三重區戶政事務所,新北市三重區過田里4鄰新北大道1段9號6樓
新北市三重區戶政事務所溪美辦事處,新北市三重區溪美里8鄰溪尾街73號2樓
新北市立圖書館三重五常分館,新北市三重區五常里30鄰五華街7巷30號2樓
新北市立圖書館三重分館,新北市三重區正義里11鄰自強路1段158號
新北市立圖書館三重田中分館,新北市三重區田中里4鄰忠孝路3段40巷51號
新北市立圖書館三重東區分館,新北市三重區慈化里15鄰溪尾街303號
新北市立圖書館三重崇德分館,新北市三重區崇德里17鄰仁孝街62號2樓
新北市立圖書館三重南區分館,新北市三重區光明里16鄰重安街70號3樓
新北市立圖書館三重培德分館,新北市三重區培德里10鄰忠孝路2段35號2樓
新北市三重地政事務所,新北市三重區過田里4鄰新北大道1段11號8樓
新北市三重區公所,新北市三重區過田里4鄰新北大道1段11號1樓
新北市政府稅捐稽徵處三重分處,新北市三重區過田里7鄰重陽路1段115號
新北市三重區衛生所,新北市三重區中山里17鄰新北大道1段2-1號
新北市立聯合醫院三重院區門診,新北市三重區中山里17鄰新北大道1段3號
新北市原住民族服務中心,新北市三重區過田里4鄰新北大道1段5巷2弄2號4樓
新北市政府勞工局勞工育樂科（三重勞工中心）,新北市三重區過田里4鄰新北大道1段9號8樓
新北政府警察局三重分局,新北市三重區過田里1鄰重新路3段147號
三重簡易庭,新北市三重區過田里1鄰重新路3段145號
三重國民運動中心,新北市三重區福祉里5鄰集美街55號
三重區社教館,新北市三重區光明里28鄰集美街60號
三重區綜合體育館,新北市三重區中山里17鄰新北大道1段1號
三重郵政,新北市三重區過田里4鄰新北大道1段17號
愛買台北三重店,新北市三重區永發里21鄰中正北路193巷45號
家樂福重新路,新北市三重區中興里20鄰重新路5段654號
家樂福蘆洲店,新北市三重區碧華里14鄰五華街282號
三重重新公共托育中心,新北市三重區查無資料重新路5段51號2樓
三重二重公共托育中心,新北市三重區查無資料大有街10號
三重台北橋公共托育中心,新北市三重區福星里004鄰重新路1段108號2樓
三重三光公共托育中心,新北市三重區同安里016鄰大同南路157號
新北市三峽區戶政事務所,新北市三峽區介壽里10鄰光明路71號5樓
新北市立圖書館三峽分館,新北市三峽區介壽里10鄰永安街9巷5號2樓
新北市三峽區公所,新北市三峽區永舘里5鄰中山路17號
新北市三峽區衛生所,新北市三峽區介壽里10鄰光明路71號3樓
行政院國軍退除役官兵輔導委員會臺北榮譽國民之家,新北市三峽區查無資料白雞路127號
新北市客家文化園區,新北市三峽區龍恩里30鄰隆恩街239號
新北政府警察局三峽分局,新北市三峽區礁溪里20鄰中正路1段48號
國家教育研究院,新北市三峽區龍埔里8鄰三樹路2號
新北市政府市場處三峽區三峽公有零售市場,新北市三峽區永舘里13鄰民生街186號
三峽鳶山公共托育中心,新北市三峽區鳶山里015鄰中山路175號
三峽光明公共托育中心,新北市三峽區介壽里010鄰光明路71號2樓
三峽中園公共托育中心,新北市三峽區中埔里009鄰弘園街22號A棟1樓
新北市政府稅捐稽徵處三鶯分處,新北市三峽區鳶山里015鄰中山路175號
新北市土城區戶政事務所,新北市土城區埤塘里4鄰和平路28號
新北市立圖書館土城分館,新北市土城區員信里13鄰中正路18號7樓
新北市立圖書館土城親子分館,新北市土城區頂福里17鄰中州路28巷30號4樓
新北市土城區公所,新北市土城區埤塘里12鄰金城路1段101號
新北市土城區衛生所,新北市土城區埤塘里4鄰和平路26號
新北政府警察局土城分局少年隊,新北市土城區埤塘里4鄰和平路22號
臺灣新北地方法院本院,新北市土城區青雲里11鄰金城路2段249號
土城國民運動中心,新北市土城區青雲里10鄰金城路2段247之1號
土城社會福利福務中心,新北市土城區員信里13鄰中正路18號5樓
新北市政府市場處土城區頂埔公有零售市場(三商行（股）大美折扣超市土城店),新北市土城區頂福里17鄰中州路28巷30號
大潤發土城店,新北市土城區永寧里3鄰永安街25號
土城和平公共托育中心,新北市土城區員信里013鄰中正路18號7樓
土城廣福公共托育中心,新北市土城區頂福里017鄰中州路28巷30號4樓
迪斯尼購物廣場,新北市土城區青雲路152號
新北市中和戶政事務所,新北市中和區外南里2鄰南山路236號4樓
新北市立圖書館中和分館,新北市中和區外南里2鄰南山路236號6、7樓
新北市立圖書館中和員山分館,新北市中和區民有里22鄰民享街37號2樓
文化局/美麗永安生活館,新北市中和區中安里4鄰中和路390號2樓
國立臺灣圖書館,新北市中和區中安里31鄰中安街85號
新北市中和地政事務所,新北市中和區復興里30鄰復興路280號
新北市中和區公所,新北市中和區漳和里3鄰景平路634-2號
新北市政府稅捐稽徵處中和分處,新北市中和區復興里30鄰復興路278號
北區國稅局中和稽徵所,新北市中和區中原里10鄰中正路866號9樓
新北市中和區衛生所,新北市中和區漳和里3鄰南山路4巷3號
衛生福利部雙和醫院,新北市中和區力行里33鄰中正路291號
刑警大隊,新北市中和區嘉新里18鄰民安街176號
婦幼警察隊、保安警察大隊、交通警察大隊,新北市中和區員富里4鄰中正路1167號
新北市政府警察局中和分局,新北市中和區新南里2鄰圓通路30號
新北市選舉委員會,新北市中和區中原里5鄰光環路2段21號
中和國民運動中心,新北市中和區錦中里13鄰錦和路350之2號
內政部移民署北區事務大隊新北市服務站,新北市中和區嘉新里18鄰民安街135號
好市多中和店,新北市中和區連和里17鄰中山路2段347號
大潤發景平店,新北市中和區秀明里43鄰景平路182號B1
環球購物中心中和店,新北市中和區員山里22鄰中山路3段122號
威力購物廣場,新北市中和區連和里17鄰中山路2段291號
家樂福中和店,新北市中和區福善里39鄰中山路2段228號B1
大潤發中和店,新北市中和區福善里39鄰中山路2段228號B1
中和南勢角公共托育中心,新北市中和區景福里044鄰捷運路56號2樓
中和連城公共托育中心,新北市中和區漳和里003鄰中和路100號
中和民享公共托育中心,新北市中和區查無資料民享街37號2樓
中和錦和公共托育中心,新北市中和區查無資料圓通路292號2-3樓
新北市立圖書館五股分館,新北市五股區五股里9鄰工商路1號3樓
新北市立圖書館五股水碓分館,新北市五股區水碓里22鄰明德路10號3樓
新北市立圖書館五股成功分館,新北市五股區成功里27鄰西雲路165號5樓
新北市五股區公所,新北市五股區五股里11鄰中興路4段50號
新北市五股區衛生所,新北市五股區五股里5鄰中興路4段67-1號
新北市政府勞工局勞工育樂科(新北市勞工活動中心),新北市五股區興珍里36鄰五工六路9號
新北市工商展覽中心,新北市五股區興珍里37鄰五權路1號
觀音山遊客中心 (觀音山管理站),新北市五股區觀音里13鄰凌雲路3段130號
五股興珍公共托育中心,新北市五股區興珍里36鄰五工六路9號2樓
新北市立圖書館平溪分館,新北市平溪區石底里3鄰公園街17號1樓
新北市平溪區衛生所,新北市平溪區石底里3鄰公園街17號
十分遊客中心,新北市平溪區南山里4鄰南山坪136號
新北市永和戶政事務所,新北市永和區豫溪里15鄰竹林路200之1號
新北市立圖書館永和分館,新北市永和區光明里13鄰國光路2號
新北市立圖書館永和民權分館,新北市永和區民族里12鄰民權路60號7-8樓
新北市立圖書館永和保生分館,新北市永和區新生里18鄰新生路218號5-6樓
永和忠孝圖書館閱覽室,新北市永和區頂溪里7鄰忠孝街26巷8號3樓
新北市永和區公所　,新北市永和區豫溪里15鄰竹林路200號
新北市永和區衛生所,新北市永和區店街里14鄰秀朗路1段137號
新北政府警察局永和分局,新北市永和區豫溪里15鄰竹林路198號
新北市國父紀念館,新北市永和區豫溪里15鄰竹林路202號
豐東興業股份有限公司(比漾廣場),新北市永和區保安里32鄰中山路1段238號
永和中興公共托育中心,新北市永和區永興里022鄰國光路116巷2號3樓
永和國民運動中心,新北市永和區秀林里013鄰永利路250號
新北市立圖書館石門分館,新北市石門區尖鹿里1鄰中央路9-3號
新北市石門區公所,新北市石門區尖鹿里3鄰中山路66號
新北市石門區衛生所,新北市石門區石門6鄰中山路28之1號
交通部觀光局北海岸及觀音山國家風景區管理處,新北市石門區德茂里6鄰下員坑33-6號
新北市石碇區公所,新北市石碇區潭邊里5鄰碇坪路1段37號
新北市石碇區衛生所,新北市石碇區潭邊里4鄰碇坪路1段82號
交通部臺灣區國道高速公路局北區工程處石碇服務區,新北市石碇區豐林里3鄰文山路1段6號
新北市汐止戶政事務所,新北市汐止區秀峰里1鄰新台五路1段268號6樓
新北市立圖書館汐止分館,新北市汐止區秀峰里1鄰新台五路1段268號5樓
新北市立圖書館汐止長安分館,新北市汐止區長安里11鄰長興街1段50號3樓
新北市立圖書館汐止茄苳分館,新北市汐止區茄苳里4鄰茄苳路225巷35號
新北市立圖書館汐止橫科圖書閱覽室,新北市汐止區橫科里34鄰橫科路117號3樓
新北市立圖書館汐止大同分館,新北市汐止區義民里11鄰大同路2段451號
新北市立圖書館汐止江北分館,新北市汐止區江北里12鄰汐萬路1段81號
新北市汐止地政事務所,新北市汐止區秀峰里1鄰新台五路1段262號
新北市汐止區公所,新北市汐止區秀峰里1鄰新台五路1段268號
新北市政府稅捐稽徵處汐止分處,新北市汐止區秀峰里1鄰新台五路1段268號8樓
新北市汐止區衛生所,新北市汐止區秀峰里1鄰新台五路1段266號
新北政府警察局汐止分局,新北市汐止區義民里20鄰民生街1號
台灣自來水公司第一區管理處汐止營運所,新北市汐止區長安里11鄰長興街1段100號
交通部臺灣鐵路管理局汐止車站,新北市汐止區信望里4鄰信義路1號
交通部臺灣鐵路管理局五堵車站,新北市汐止區長安里5鄰長安路17號
好市多汐止店,新北市汐止區樟樹里11鄰大同路1段158號
汐止遠雄購物中心,新北市汐止區文化里21鄰新台五路1段108號B1
汐止忠厚公共托育中心,新北市汐止區復興里010鄰新台五路1段99號B1
汐止北峰公共托育中心,新北市汐止區厚德里003鄰樟樹一路137巷26號2樓
汐止國民運動中心,新北市汐止區秀峰里023鄰汐科路321號
新北市立圖書館坪林分館,新北市坪林區坪林里1鄰國中路3號
新北市坪林區衛生所,新北市坪林區查無資料坪林街104號
坪林遊客旅遊服務中心,新北市坪林區坪林里6鄰北宜路8段67號
新北市坪林茶葉博物館,新北市坪林區水德里1鄰水聳淒坑19-1號
新北市板橋戶政事務所,新北市板橋區社後里1鄰中正路6號
新北市立圖書館新總館,新北市板橋區華貴里19鄰貴興路139號
新北市立圖書館板橋分館,新北市板橋區黃石里10鄰文化路1段23號3樓
新北市立圖書館板橋四維分館,新北市板橋區陽明里4鄰陽明街168號
新北市立圖書館板橋忠孝分館,新北市板橋區重慶里11鄰國慶路149巷21弄16號
新北市立圖書館板橋溪北分館,新北市板橋區堂春里4鄰篤行路2段133號
新北市立圖書館板橋江子翠分館,新北市板橋區莒光里16鄰莊敬路62號
新北市立圖書館板橋民生圖書閱覽室,新北市板橋區東丘里1鄰民生路1段30號2樓
新北市立圖書館板橋浮洲圖書閱覽室,新北市板橋區查無資料大觀路2段163號2樓
新北市立圖書館板橋國光圖書閱覽室,新北市板橋區中正里5鄰中正路375巷48號3樓
新北市立圖書館板橋萬板親子圖書閱覽室,新北市板橋區埤墘里3鄰萬板路28號
文化局/府中15動畫故事館,新北市板橋區挹秀里8鄰府中路15號
文化局/板橋435藝文中心,新北市板橋區中正里1鄰中正路435號
新北市板橋地政事務所,新北市板橋區深丘里5鄰實踐路1號
新北市板橋區公所,新北市板橋區挹秀里8鄰府中路30號
新北市政府稅捐總處,新北市板橋區福丘里13鄰中山路1段143號
財政部北區國稅局板橋分局,新北市板橋區挹秀里12鄰文化路1段48號
新北市板橋區衛生所,新北市板橋區德翠里11鄰英士路192號
行政院國軍退除役官兵輔導委員會新北市榮民服務處,新北市板橋區深丘里5鄰實踐路5號
新北市立聯合醫院板橋院區門診,新北市板橋區德翠里11鄰英士路198號
國定古蹟林本源園邸,新北市板橋區留侯里8鄰西門街9號
新北市政府,新北市板橋區福丘里13鄰中山路1段161號1樓
新北市教育研究發展中心,新北市板橋區查無資料橋中1街1-1號
新北政府警察局海山分局,新北市板橋區東安里9鄰漢生東路195號
新北市警察局板橋分局,新北市板橋區挹秀里13鄰文化路1段52號
新北政府警察局,新北市板橋區挹秀里8鄰府中路32號
新北市政府衛生局,新北市板橋區德翠里11鄰英士路192~1號
新北市政府環境保護局,新北市板橋區深丘里5鄰民族路57號
新北市政府消防局,新北市板橋區華東里5鄰南雅南路2段15號
板橋第二運動場區,新北市板橋區社後里1鄰民權路117號
板橋國民運動中心,新北市板橋區德翠里11鄰智樂路6號
板橋就業服務站,新北市板橋區長安里7鄰漢生東路163號
臺灣新北地方法院板橋第二院區,新北市板橋區東丘里1鄰民生路1段30巷1號
臺灣電力公司北南區處,新北市板橋區福星里16鄰四川路1段287號
板橋文化郵局,新北市板橋區新埔里3鄰文化路1段395號
交通部臺灣鐵路管理局板橋車站,新北市板橋區新民里1鄰縣民大道2段7號
台灣高速鐵路股份有限公司/板橋車站,新北市板橋區新民里1鄰縣民大道2段7號
環球購物中心板橋店,新北市板橋區新民里1鄰縣民大道2段7號
遠東百貨板橋分公司,新北市板橋區深丘里1鄰中山路1段152號
家樂福板橋店,新北市板橋區富貴里9鄰三民路2段31號
遠東百貨新站分公司,新北市板橋區福丘里14鄰新站路28號
遠百企業股份有限公司南雅分公司(愛買量販店),新北市板橋區華貴里18鄰貴興路101號
板橋新板公共托育中心,新北市板橋區福丘里016鄰漢生東路258號2樓
板橋大觀公共托育中心,新北市板橋區浮洲里025鄰大觀路1段30號2樓
板橋信義公共托育中心,新北市板橋區華德里023鄰四川路2段245巷60號
板橋國光公共托育中心,新北市板橋區香社里001鄰中正路325巷30號
板橋社後公共托育中心,新北市板橋區中正路10號2樓
新北市林口區衛生所,新北市林口區菁湖里4鄰忠孝2路55號
新北市立圖書館林口分館,新北市林口區仁愛里29鄰公園路192號
新北市林口區公所,新北市林口區西林里12鄰仁愛路1段378號
新北市政府稅捐稽徵處林口分處,新北市林口區南勢里22鄰忠孝2路55號3樓
新北市政府市場處林口區麗林公有零售市場,新北市林口區麗林里29鄰公園路59號
新北市政府市場處林口區東勢公有零售市場,新北市林口區東勢里38鄰麗園一街35號
家樂福林口店,新北市林口區湖南里14鄰文化二路1段559號B1
林口三井暢貨中心,新北市林口區南勢里22鄰文化三路1段356號
林口仁愛公共托育中心,新北市林口區仁愛里030鄰文化一路1段137號3樓
林口忠孝公共托育中心,新北市林口區南勢里022鄰忠孝二路55號1樓
林口麗林公共托育中心,新北市林口區公園路59號2樓
新北市立圖書館金山分館,新北市金山區五湖里4鄰龜子山8號
新北市金山區公所,新北市金山區金美里17鄰中正路11號
新北市金山區衛生所,新北市金山區大同里1鄰民生路59號
國立臺灣大學醫學院附設醫院金山分院,新北市金山區五湖里16鄰南勢51號
新北政府警察局金山分局,新北市金山區大同里1鄰民生路65號
金山遊客中心 (野柳管理站),新北市金山區磺港路171-2 號
新北市泰山戶政事務所,新北市泰山區全興里7鄰全興路212號4樓
新北市立圖書館泰山分館,新北市泰山區全興里7鄰全興路212號5樓
新北市立圖書館泰山貴子分館,新北市泰山區貴子里5鄰工專路22號3樓
新北市立圖書館泰山親子閱覽室,新北市泰山區楓樹里21鄰楓江路26巷26號3樓
新北市泰山區公所,新北市泰山區同榮里2鄰明志路1段322號
新北市泰山區衛生所,新北市泰山區全興里7鄰全興路212號3樓
泰山體育場,新北市泰山區同榮里29鄰公園路54號
新五泰國民運動中心,新北市泰山區福興里25鄰全興路167號
新北市政府市場處泰山區泰山公有零售市場,新北市泰山區全興里7鄰全興路212號
泰山幼獅公共托育中心,新北市泰山區全興里007鄰全興路212號3樓
泰山同榮公共托育中心,新北市泰山區同興里008鄰明志路1段427號2-3樓
新北市立圖書館烏來分館,新北市烏來區烏來里6鄰烏來街34號2樓
新北市烏來區公所,新北市烏來區忠治里查無資料堰堤48號
新北市烏來區衛生所,新北市烏來區忠治里查無資料堰堤48-1號
新北市政府原住民行政局(烏來泰雅民族博物館),新北市烏來區烏來里5鄰烏來街12號
烏來遊客中心,新北市烏來區烏來里10鄰瀑布34號
新北市立圖書館貢寮分館,新北市貢寮區真理里6鄰仁愛路79號3樓
新北市貢寮區衛生所,新北市貢寮區真理里6鄰仁愛路128號
